96613 97536
55 69 115
192 136 86
170 143 245
35 197 100
68 251 68
214 78 97
250 243 128
138 143 187
93 227 254
162 249 138
24 18 128
208 0 231
173 189 174
241 83 140
108 117 216
42 91 173
181 187 239
67 247 22
111 218 193
68 118 133
200 4 117
78 213 74
46 177 71
188 58 30
142 52 133
122 177 65
205 158 201
165 38 215
132 216 120
100 163 132
255 252 124
7 203 69
120 244 62
94 150 146
145 86 231
91 78 178
16 126 215
235 203 94
222 238 102
17 235 154
66 226 218
69 85 208
90 56 168
13 111 46
218 127 240
217 156 66
9 93 51
35 187 211
250 39 87
200 221 2
7 187 222
161 69 162
147 161 98
101 166 213
0 98 84
195 152 232
239 40 246
188 92 112
184 151 150
62 210 165
41 234 12
7 183 254
130 82 119
185 35 14
177 140 52
57 67 159
202 193 31
77 83 13
202 163 14
117 223 229
142 197 138
10 59 191
14 59 208
149 64 88
222 115 9
115 72 243
231 82 197
166 108 241
98 146 190
254 253 175
22 92 203
105 65 160
210 33 34
151 112 172
46 190 210
210 238 200
126 208 128
28 202 215
23 85 98
139 119 192
198 132 121
225 201 208
141 238 19
111 51 82
160 214 129
44 64 109
160 205 21
17 79 62
23 146 95
184 147 54
53 41 168
52 75 182
201 58 174
51 62 232
129 173 162
83 121 225
102 131 96
194 77 245
147 246 238
25 132 90
54 213 56
122 227 0
201 26 9
232 229 176
145 205 77
230 181 99
87 29 134
84 109 229
102 188 140
134 142 171
198 123 137
167 192 242
183 39 53
77 203 25
113 163 78
92 214 63
26 71 90
32 223 33
7 120 161
166 122 46
56 136 101
92 206 236
14 209 101
233 205 143
79 13 146
78 180 215
92 248 15
62 195 43
177 40 111
186 61 244
158 44 42
241 162 59
69 228 97
87 44 134
212 33 211
4 136 240
3 125 32
79 214 136
208 125 61
171 228 235
122 229 55
194 166 37
188 91 44
208 249 196
76 63 135
66 153 62
147 201 123
143 96 134
174 101 195
86 193 233
166 76 153
185 133 47
235 100 244
249 197 239
22 89 5
83 39 50
224 252 244
26 93 75
94 220 216
22 219 246
128 35 245
28 216 176
201 179 57
238 136 87
79 129 249
85 152 2
245 49 233
125 234 34
232 243 89
145 146 217
89 158 183
152 17 155
121 11 65
142 209 4
186 179 10
198 225 248
68 140 48
128 242 1
181 33 92
199 146 230
30 240 123
141 167 136
59 9 187
9 47 1
242 228 201
80 55 255
14 131 73
50 25 94
61 201 150
87 250 5
71 25 187
155 131 3
145 51 178
167 223 234
210 75 220
208 245 107
20 107 193
53 231 51
238 11 9
20 204 5
0 239 186
108 170 24
176 64 180
217 182 179
35 238 107
172 207 8
127 70 227
74 56 78
95 207 241
200 150 34
151 106 176
196 43 31
41 169 66
133 80 187
136 112 201
86 56 101
12 202 166
31 228 221
181 14 240
70 97 211
37 51 55
198 74 196
216 112 122
141 122 17
166 24 102
27 17 97
123 180 210
88 170 57
85 98 120
182 218 217
127 110 245
135 237 89
12 47 3
161 220 5
151 36 245
48 146 245
57 79 115
219 97 241
203 209 120
27 191 132
94 199 137
216 70 95
247 100 56
70 235 241
144 79 217
254 125 68
76 63 131
96 97 26
249 213 73
40 140 72
204 186 186
80 193 82
88 250 151
37 13 72
208 160 212
173 128 224
126 146 210
56 46 213
131 175 219
69 101 127
209 39 222
152 48 180
102 26 108
152 13 223
203 117 242
239 234 94
205 9 57
92 102 33
122 237 27
220 70 128
94 21 136
250 53 92
255 52 185
114 192 122
151 207 179
13 146 28
17 162 255
185 236 226
71 56 167
232 104 224
122 198 117
43 239 0
17 72 104
14 248 154
150 223 119
54 3 81
239 105 138
186 86 48
217 98 181
191 246 6
171 251 183
87 232 255
72 121 179
155 169 133
101 208 46
7 236 85
253 128 73
21 147 229
18 175 64
30 241 245
166 136 34
109 62 116
249 211 211
165 90 149
4 214 63
86 198 50
54 107 224
218 224 97
110 99 115
117 95 85
57 26 247
173 15 119
77 91 231
230 206 197
70 119 184
66 199 107
160 160 150
185 237 159
245 140 90
116 186 194
120 71 207
111 41 181
177 88 39
78 242 121
123 24 184
127 6 10
59 79 251
146 74 125
99 16 199
214 152 89
38 215 202
52 242 51
125 224 73
80 9 141
91 202 25
222 238 239
44 109 221
66 23 71
148 249 130
108 150 127
102 80 248
242 149 93
227 166 50
111 21 160
53 86 97
27 232 88
42 7 108
172 236 133
53 255 180
108 138 243
162 199 6
156 110 85
26 1 225
8 136 161
87 134 233
235 68 171
41 196 172
5 6 5
168 87 148
251 232 23
187 230 44
239 183 122
202 63 152
96 44 153
192 182 78
68 103 139
68 187 26
100 178 43
56 186 82
248 116 122
114 56 86
131 115 54
186 43 75
241 79 187
4 154 24
238 59 26
239 118 162
137 253 119
126 184 68
10 41 168
21 188 145
17 154 12
183 220 77
240 50 169
127 81 169
74 210 138
92 70 191
237 156 87
18 62 79
236 104 54
109 168 184
1 133 225
199 192 57
34 178 8
189 169 104
98 92 234
46 201 243
10 25 47
116 100 151
248 101 8
231 124 94
55 156 137
143 232 30
224 55 71
40 180 46
48 75 46
92 184 106
235 63 165
60 124 106
241 206 228
0 75 254
30 61 149
1 149 237
103 221 170
243 139 240
50 196 127
103 245 233
246 200 48
129 87 105
20 188 60
246 69 97
245 239 91
73 3 39
100 225 157
70 96 172
46 72 196
191 212 252
248 68 227
135 217 247
96 222 55
172 135 79
88 199 70
249 116 194
191 79 54
171 202 152
65 163 112
114 169 96
113 75 118
172 191 231
37 227 1
221 38 121
17 26 95
114 126 92
167 232 11
183 76 137
46 20 142
23 146 173
33 230 149
147 175 96
203 40 84
132 121 165
32 99 27
149 153 163
222 88 54
252 38 161
229 189 10
249 134 71
211 58 109
145 129 20
228 163 70
139 166 27
8 119 102
171 227 2
70 152 165
46 96 61
81 77 65
134 157 135
104 118 115
87 204 161
115 14 83
178 112 79
92 231 239
145 54 144
171 161 166
147 20 29
101 235 202
249 160 36
39 254 119
225 179 70
126 87 173
194 62 207
137 180 181
39 108 53
210 82 178
176 250 211
105 101 134
70 211 231
67 216 232
158 240 202
210 70 195
242 111 110
229 57 210
250 241 30
193 162 121
49 57 113
129 153 230
70 2 143
172 86 104
225 33 168
21 112 16
152 220 178
247 84 134
48 137 98
80 9 46
24 107 110
126 35 123
36 202 1
25 5 147
134 81 127
16 91 37
19 173 122
8 215 135
180 99 245
240 43 19
42 241 216
233 71 195
6 41 180
85 213 11
232 202 184
62 242 248
247 96 243
233 46 135
161 93 204
187 198 71
149 121 191
76 33 50
254 71 90
201 137 200
2 25 120
144 43 109
122 22 189
6 81 5
243 153 81
188 222 206
229 204 225
194 11 126
51 134 211
75 96 157
227 97 200
130 246 37
31 32 88
171 235 88
108 64 10
126 38 225
41 220 146
193 77 46
75 199 78
37 4 13
87 228 3
98 104 134
161 201 212
150 203 248
195 149 132
218 177 119
97 14 237
38 11 101
27 254 193
103 179 79
211 207 127
223 40 11
33 101 185
189 139 15
19 60 133
253 217 20
42 195 64
130 107 235
146 248 138
113 172 159
161 69 127
208 25 205
146 154 51
96 126 64
131 204 113
184 111 208
172 44 180
163 5 125
226 107 102
187 219 199
76 174 88
70 72 81
100 238 129
81 222 182
49 146 252
11 36 170
195 79 60
100 144 85
239 63 146
231 199 237
77 64 225
212 24 146
111 144 160
130 54 111
99 167 17
243 54 14
108 84 192
185 201 252
252 27 63
9 187 158
245 206 32
29 172 82
34 106 51
207 13 201
240 52 1
115 94 164
113 21 137
245 166 78
148 50 58
52 51 26
157 208 49
158 148 157
236 102 181
13 212 77
235 4 239
225 248 91
88 228 238
94 187 206
181 78 219
72 137 224
13 178 121
189 186 158
233 0 225
82 17 187
146 74 123
114 116 181
137 158 64
243 236 43
67 29 46
250 224 125
42 96 12
17 142 165
208 13 96
134 203 86
118 180 174
7 252 83
189 240 242
124 85 18
172 187 96
36 80 145
226 17 91
243 112 120
29 201 180
43 56 112
235 176 37
57 102 195
174 231 12
210 117 53
215 127 108
78 83 34
91 83 34
69 94 217
122 38 100
104 165 56
177 253 128
162 92 136
252 190 210
111 161 155
81 10 6
124 110 37
90 87 144
129 222 87
114 82 105
91 165 194
227 116 11
109 202 107
93 227 176
56 167 42
186 140 199
58 35 72
241 126 183
4 45 89
88 137 216
159 125 87
31 24 174
32 135 0
9 75 104
138 192 114
109 88 153
228 21 5
108 36 53
155 169 104
116 29 207
27 206 255
246 91 18
168 70 123
100 247 126
130 187 187
110 171 100
58 125 227
125 171 36
79 123 188
112 195 165
12 132 75
150 178 21
166 191 180
236 198 226
145 104 81
152 184 249
35 204 14
166 202 62
109 136 8
2 31 77
85 254 103
182 91 111
248 25 120
100 124 223
63 66 14
7 247 62
192 161 26
230 22 84
216 153 137
218 146 10
6 126 95
193 108 164
138 154 18
66 17 67
62 95 40
194 174 155
180 238 19
167 209 241
146 200 77
204 65 88
42 211 176
69 32 45
93 145 24
85 62 208
178 156 60
173 192 164
178 101 201
230 242 74
135 45 192
65 105 25
213 68 18
158 93 226
216 130 121
186 70 226
190 3 154
173 181 7
71 39 89
164 116 104
156 202 124
219 226 255
109 192 131
222 137 170
78 147 199
1 1 97
82 128 210
28 9 184
233 175 254
140 227 152
247 179 81
103 240 58
55 67 151
255 141 100
207 55 193
154 46 232
52 197 126
112 184 90
63 252 24
229 36 18
144 129 146
8 81 98
36 138 255
75 41 24
50 24 36
133 248 54
75 121 81
38 10 240
178 254 125
185 131 231
249 248 161
160 131 165
221 249 87
11 122 89
99 73 179
57 201 212
51 167 97
243 155 196
52 66 255
70 2 48
105 247 189
129 85 52
12 204 51
110 201 253
233 173 131
213 78 8
253 101 176
46 173 151
79 224 62
165 224 116
14 160 10
84 177 234
236 125 108
188 149 1
186 161 139
133 203 249
69 195 0
119 177 9
112 164 175
185 103 90
147 199 225
73 167 62
19 117 166
187 227 181
67 240 107
54 160 35
122 247 215
172 18 75
117 122 235
90 250 143
239 159 90
128 188 107
127 246 37
97 196 47
177 248 123
125 27 252
105 198 208
14 69 2
116 31 60
193 93 249
112 162 22
182 116 221
222 71 210
186 39 238
133 24 23
196 127 231
10 52 36
174 14 126
205 6 101
53 71 28
7 193 81
51 29 222
33 32 135
27 224 204
87 92 41
182 84 89
142 110 120
29 19 27
114 135 177
246 37 204
212 205 39
243 222 129
67 87 162
136 248 41
233 108 247
236 241 73
168 247 232
83 166 247
117 78 62
106 48 20
245 36 37
19 255 206
86 204 200
98 54 85
111 177 46
216 70 221
27 18 84
223 206 213
211 2 139
134 178 102
139 159 19
126 122 46
206 146 249
85 237 62
29 200 46
241 238 82
132 111 233
80 150 80
127 52 63
126 148 3
12 187 0
216 193 25
17 95 213
128 7 90
241 43 151
32 116 43
105 25 242
227 154 67
176 138 59
176 42 172
207 6 142
169 209 253
62 53 44
229 82 214
193 29 20
105 229 157
130 158 224
109 207 119
111 43 226
205 66 138
213 203 127
205 119 113
61 80 203
18 10 0
135 214 102
221 150 57
69 127 150
138 145 142
91 109 166
73 106 90
213 0 127
27 225 154
7 82 132
16 167 241
235 240 179
191 54 219
183 218 250
7 242 48
190 189 214
4 129 220
138 112 50
84 104 221
55 172 127
140 231 126
17 16 16
245 22 210
113 85 184
140 65 116
213 207 167
57 129 125
63 36 129
79 155 198
208 80 192
68 30 95
165 216 76
178 183 80
241 78 88
141 216 143
91 6 128
167 138 66
154 23 33
97 143 55
80 148 248
180 188 161
36 12 254
96 149 20
34 64 131
115 42 195
87 36 137
253 49 248
169 25 100
17 101 212
244 105 143
0 31 73
107 3 209
210 50 85
46 119 145
5 12 129
39 53 118
138 10 153
42 2 67
253 28 174
77 188 241
35 154 73
133 79 14
170 101 241
130 247 86
28 66 224
204 184 144
37 116 1
31 27 170
6 152 46
3 43 24
89 197 168
176 175 106
7 228 214
33 169 45
135 77 66
119 16 4
89 163 210
145 201 6
194 242 67
232 236 90
202 7 235
176 53 17
115 15 176
45 200 68
59 115 68
83 42 111
213 243 163
162 124 13
35 1 207
64 249 116
119 96 202
88 179 243
11 254 212
179 138 42
191 14 230
148 110 169
18 106 111
217 214 204
99 40 78
79 128 214
105 123 16
86 107 77
240 204 107
182 18 150
214 25 251
192 234 209
69 142 60
169 30 246
51 98 200
35 138 48
23 243 210
61 246 122
237 37 226
125 148 121
109 248 211
60 189 153
136 105 10
66 231 106
35 139 248
162 234 61
23 229 211
216 116 251
105 14 145
33 202 70
199 135 38
26 193 210
67 217 254
156 252 6
83 239 189
214 103 206
9 182 54
173 245 196
143 244 170
81 150 127
230 101 66
32 123 59
224 28 207
192 142 170
91 24 193
120 44 26
192 37 101
207 38 200
187 246 100
104 247 131
60 129 120
28 71 133
174 155 112
89 160 143
119 212 103
186 112 67
177 148 65
232 63 198
39 118 103
177 49 151
146 229 196
102 191 170
21 245 255
122 178 201
247 132 250
89 97 43
160 146 139
133 44 86
214 221 121
248 56 50
56 193 187
182 108 111
252 79 237
177 172 25
229 172 19
225 85 121
136 172 145
164 250 46
192 174 106
84 93 141
110 187 185
39 176 54
118 218 109
75 13 247
247 183 73
66 51 230
202 116 28
123 132 185
62 206 61
51 59 105
18 117 74
139 242 8
179 165 33
233 84 223
183 9 31
148 31 204
154 209 152
139 93 218
183 18 152
166 227 34
138 94 216
240 11 226
37 164 3
67 174 219
240 74 42
38 100 240
166 137 133
228 0 252
140 8 108
238 70 244
243 189 150
114 239 62
241 0 145
60 224 81
91 241 130
204 166 142
7 12 30
185 54 94
64 10 232
70 227 141
138 250 172
67 159 229
152 160 60
38 118 14
139 14 106
105 72 166
108 130 71
38 199 156
236 127 154
242 177 211
90 47 164
247 78 244
230 248 18
85 45 147
21 92 66
187 27 133
132 22 187
65 100 129
225 115 231
136 78 245
39 239 19
20 210 44
26 16 169
233 157 158
3 135 173
102 71 150
172 132 117
94 211 11
158 90 173
125 103 184
154 84 139
218 77 125
86 215 78
216 42 250
121 185 254
66 126 106
218 225 95
167 92 190
244 32 54
243 106 250
173 79 192
78 28 212
73 169 111
58 44 139
168 107 231
232 94 5
200 170 57
219 115 44
119 116 95
192 106 138
88 43 248
141 254 36
26 30 69
216 93 148
244 105 100
122 38 106
99 15 203
101 166 196
40 85 8
194 83 44
125 98 184
78 136 178
151 20 197
247 131 75
97 37 228
178 156 105
118 127 78
160 200 219
96 221 190
97 78 231
16 163 172
184 201 165
158 255 200
96 94 159
66 65 185
46 62 167
146 119 23
104 94 248
254 76 167
101 118 145
138 35 214
102 56 206
203 112 120
179 211 71
36 86 194
250 167 238
65 135 134
228 74 100
212 88 174
249 187 156
143 35 250
182 230 179
98 226 254
237 88 14
247 10 87
93 68 182
107 165 45
146 182 241
78 179 238
255 22 33
221 194 73
89 224 225
127 204 105
55 162 94
126 81 116
231 55 243
7 181 67
147 67 8
100 220 99
149 238 45
120 4 76
24 228 114
123 227 225
240 141 10
248 2 40
187 138 32
5 88 75
56 113 249
193 42 207
231 201 75
19 34 19
227 72 220
161 175 12
252 76 95
15 157 63
25 152 140
122 244 255
205 80 126
52 22 233
55 55 82
193 20 158
31 39 252
18 80 191
78 209 109
1 90 46
46 183 227
13 4 131
164 104 144
87 199 204
42 250 111
220 91 138
48 205 99
245 145 233
180 126 145
12 116 62
31 42 255
161 161 199
100 229 110
125 227 158
84 122 117
53 19 255
68 100 223
226 46 187
226 13 70
31 183 252
83 70 241
67 80 60
146 6 234
224 148 128
5 103 100
124 56 217
97 223 76
143 98 28
192 187 45
190 72 224
1 226 74
86 13 186
95 200 246
11 216 181
85 175 55
242 55 21
177 38 155
188 179 76
247 187 90
53 180 60
249 3 173
252 151 175
180 205 110
133 14 21
110 163 241
77 183 125
13 130 35
92 0 214
185 218 224
0 59 103
182 200 153
200 253 140
124 146 39
191 188 179
24 100 234
234 169 151
199 74 38
4 203 187
209 110 159
121 93 42
163 147 115
161 105 109
48 210 56
62 165 205
138 147 86
57 142 202
188 206 167
152 195 220
234 132 76
195 164 105
172 121 210
248 44 7
168 52 135
12 11 244
110 56 22
100 7 210
153 132 106
51 149 167
35 73 193
246 179 21
8 235 15
45 9 214
31 59 150
92 64 124
53 242 195
65 162 102
108 113 75
87 243 5
211 184 134
139 143 81
69 165 12
62 197 135
135 110 142
123 115 37
157 96 247
122 227 39
109 218 195
85 229 131
152 133 160
10 45 227
149 214 67
177 239 162
15 198 140
255 184 9
128 207 221
251 144 203
14 43 184
255 78 191
165 73 152
241 60 221
87 144 17
195 236 123
241 87 43
42 89 201
222 37 252
155 65 138
64 38 132
139 193 21
77 238 205
231 51 139
231 113 68
210 69 90
127 66 82
158 91 243
44 12 63
13 39 200
7 79 72
201 134 137
202 92 254
34 157 159
169 146 226
7 52 233
112 218 63
71 82 182
222 98 71
8 27 3
65 150 113
136 230 246
82 100 18
20 163 155
83 176 59
71 108 222
103 21 211
132 105 200
50 223 244
181 233 254
178 70 138
69 190 120
92 236 42
92 218 126
123 153 49
91 40 232
197 54 30
151 172 151
63 7 49
89 222 46
83 45 68
22 67 22
47 92 234
235 78 178
96 217 198
93 118 222
176 183 45
79 152 174
61 83 0
67 143 101
219 13 195
214 18 180
171 72 2
118 206 52
252 165 230
101 196 38
98 123 19
243 229 106
21 154 197
248 236 189
141 66 43
144 123 55
91 94 3
27 121 5
74 6 118
117 171 99
182 52 54
113 146 221
44 197 214
156 132 198
67 180 106
48 14 249
186 146 95
86 137 208
211 73 157
161 251 98
240 17 219
200 49 1
108 179 66
162 26 243
187 254 70
103 102 111
197 135 193
38 95 220
127 165 81
130 7 69
203 172 243
177 115 32
147 105 225
183 104 65
33 223 169
223 52 25
193 64 142
123 206 51
153 46 36
220 49 241
200 51 39
148 246 131
191 126 156
235 49 40
220 224 43
160 142 169
77 7 187
226 172 19
35 250 79
142 184 180
181 213 33
170 78 89
56 197 253
33 140 198
157 71 224
193 120 118
170 157 209
115 149 149
92 145 255
185 193 59
124 110 28
110 81 234
128 60 250
185 111 74
164 59 100
82 179 35
73 162 62
249 1 156
142 153 223
52 163 179
45 117 175
73 167 252
152 51 253
123 122 158
84 56 35
137 198 139
150 70 221
99 137 255
28 194 230
47 118 60
77 37 213
124 145 133
148 192 55
198 6 88
250 180 237
42 73 239
3 49 199
107 116 250
203 239 98
37 222 150
96 234 63
80 248 145
98 98 37
249 108 226
217 18 185
60 121 99
87 176 92
132 136 209
79 165 68
7 19 6
181 14 222
125 184 117
214 243 99
32 153 231
121 199 184
233 248 116
55 32 140
9 15 197
25 184 173
166 53 137
112 164 170
215 46 53
249 211 176
226 210 0
49 202 158
181 227 30
245 158 106
163 40 60
94 51 184
96 206 60
220 180 184
63 0 50
146 82 65
170 196 159
241 65 43
227 25 237
152 240 242
250 79 43
107 136 137
14 167 10
242 167 124
200 43 23
244 94 73
21 207 59
84 105 0
35 201 113
44 174 25
159 46 198
40 248 150
45 206 150
37 245 89
40 82 5
10 109 200
155 147 189
230 197 159
128 61 230
74 180 22
56 165 107
234 68 52
74 231 107
111 12 114
97 68 253
159 172 147
128 187 41
177 138 195
136 230 36
234 203 239
236 23 203
124 148 100
179 179 98
160 131 171
175 206 142
242 104 164
252 8 144
13 73 226
188 168 196
104 149 70
17 246 90
111 168 223
91 222 83
229 127 1
180 195 191
122 188 164
169 160 53
168 222 255
58 102 148
211 186 101
20 145 248
161 61 95
13 13 255
151 101 11
225 72 62
245 124 181
44 152 254
212 152 180
168 207 60
125 80 135
168 29 224
12 193 47
213 38 60
70 193 208
39 100 201
183 97 131
39 191 29
16 169 126
99 106 48
191 143 104
50 1 208
208 57 246
170 225 98
4 117 202
223 199 219
48 117 141
94 172 255
216 208 75
233 224 216
12 181 15
116 102 122
131 114 191
96 143 245
245 37 58
246 217 155
190 193 176
39 10 116
177 68 65
131 137 254
57 55 217
120 253 42
183 102 76
204 41 147
23 225 173
93 6 1
180 52 244
23 34 31
111 227 208
54 57 120
11 41 202
190 18 183
203 241 155
56 156 32
78 20 207
175 73 74
170 213 154
234 169 31
200 155 251
235 75 22
0 238 15
168 209 175
246 180 184
9 82 47
179 173 111
35 245 158
7 44 102
179 204 254
30 24 225
221 238 205
97 35 215
37 215 189
144 73 196
175 4 179
29 140 210
179 202 254
204 237 41
68 120 217
136 175 146
66 174 36
136 200 83
157 252 94
163 168 70
204 191 230
240 46 59
141 56 115
161 231 145
223 237 209
34 137 16
61 69 222
110 176 9
28 95 196
177 216 177
167 51 120
36 155 186
186 237 116
37 44 52
29 133 177
150 19 163
2 163 232
119 42 97
193 178 9
199 217 53
211 67 252
152 142 53
13 164 151
113 128 217
30 193 224
233 165 97
74 59 133
129 240 105
104 199 152
194 208 202
27 201 143
152 230 180
77 49 124
238 6 9
241 149 137
138 113 252
250 144 183
42 80 235
150 90 216
224 116 121
176 168 202
171 77 240
165 199 245
88 40 214
70 244 8
152 173 206
14 255 240
97 153 177
165 32 25
138 184 237
149 24 233
162 38 29
75 140 122
17 199 234
82 158 151
114 4 34
203 205 249
48 199 23
48 15 195
96 186 57
74 45 60
222 188 247
112 95 204
170 164 211
2 40 57
133 57 196
37 115 34
200 114 209
192 239 188
132 234 235
183 168 205
224 167 11
103 231 231
175 13 140
99 76 230
81 29 203
109 41 171
204 242 253
183 33 26
43 126 81
91 1 82
22 129 70
24 223 44
178 203 79
79 114 247
188 179 165
62 177 114
225 215 108
124 174 10
96 21 9
181 180 85
227 202 195
167 160 206
154 74 153
92 126 211
154 160 99
169 100 221
117 136 44
232 147 255
26 170 207
242 204 161
239 24 208
95 239 125
45 10 125
2 219 219
124 216 70
159 130 9
207 57 89
239 75 30
129 187 130
215 173 239
177 130 66
228 9 82
219 69 45
11 199 146
184 135 137
159 181 51
87 18 37
146 156 232
125 185 119
240 37 209
58 78 250
153 235 250
204 226 198
63 225 17
185 60 112
160 230 102
39 156 37
4 166 40
127 178 2
250 180 223
67 217 182
78 229 37
44 153 91
79 240 169
135 92 145
63 68 102
210 111 221
27 41 32
146 60 65
141 26 31
120 198 28
46 98 48
181 102 68
1 245 217
153 197 97
44 145 220
115 26 141
249 21 239
164 164 42
13 34 185
6 106 3
231 240 16
124 51 167
157 115 114
218 192 2
210 175 194
248 81 61
250 87 68
17 88 215
210 173 219
98 119 4
27 150 130
0 192 70
150 253 8
249 45 75
69 106 16
175 93 6
224 226 73
113 145 17
150 1 233
91 231 65
6 86 112
112 213 139
125 0 156
245 233 23
113 134 167
17 192 163
61 252 200
163 68 26
31 83 233
99 42 117
111 0 166
60 171 209
34 209 135
232 130 210
127 12 126
206 39 55
32 202 163
24 74 191
45 146 46
25 146 59
212 57 181
222 151 244
11 250 168
19 30 64
138 209 11
24 148 96
3 29 114
100 205 156
165 118 66
26 254 162
208 203 39
233 248 27
26 192 209
41 167 143
130 71 243
52 203 124
244 125 125
2 246 177
253 200 24
8 197 240
208 46 227
82 99 196
121 248 110
223 59 160
96 135 244
61 253 57
1 118 220
102 212 38
234 242 114
218 230 182
246 86 226
254 12 17
200 11 118
180 211 146
139 158 18
59 179 99
232 35 236
72 143 90
72 201 144
102 109 20
76 190 19
139 118 80
138 70 151
252 49 143
137 23 0
100 253 233
255 248 245
47 205 50
74 153 26
44 39 77
45 181 140
99 94 208
204 102 157
51 15 217
234 201 209
176 218 48
97 211 25
60 99 159
226 114 78
100 137 142
239 232 241
253 229 226
22 100 34
128 133 23
112 225 223
162 234 156
90 68 126
56 63 111
114 178 109
74 220 250
213 47 41
117 252 45
151 124 124
134 186 220
131 50 251
85 82 91
20 27 191
223 149 88
179 210 99
168 173 249
51 155 62
79 19 54
139 132 226
114 206 121
211 188 213
197 238 116
130 51 143
110 73 66
229 115 181
163 116 193
227 191 148
135 5 47
239 106 224
66 7 3
78 122 174
95 189 15
139 125 175
106 156 212
56 171 175
202 131 36
231 62 77
220 61 255
104 14 253
82 58 167
69 112 59
203 137 5
123 80 18
179 25 65
122 141 205
92 49 156
95 149 251
94 45 145
112 65 169
44 123 45
217 243 220
247 214 171
166 239 77
200 193 83
1 247 105
217 71 148
173 41 136
52 241 97
194 29 108
143 8 201
171 58 253
103 12 218
93 90 68
91 117 184
218 159 166
204 169 249
230 148 98
178 62 67
7 135 77
192 114 41
195 38 204
188 231 66
22 88 18
24 163 139
50 95 156
214 72 0
123 43 234
154 144 118
194 1 127
17 12 187
192 77 28
130 30 240
214 196 57
178 52 38
4 191 196
253 71 56
39 211 30
178 148 232
120 181 82
175 153 62
65 76 152
61 82 29
226 24 10
46 181 38
4 195 166
53 108 210
27 5 132
134 210 203
34 189 88
175 48 139
147 78 43
181 57 56
165 55 86
115 196 191
202 246 192
47 201 47
104 31 89
126 158 88
215 183 214
90 114 164
155 215 175
129 11 54
227 126 86
17 188 65
66 183 185
97 170 170
173 236 250
34 64 226
181 137 110
183 240 254
6 213 212
210 44 24
31 13 215
80 164 234
84 194 198
86 193 168
1 117 147
172 98 29
16 113 10
90 214 10
174 232 82
129 26 188
74 82 169
124 84 237
207 2 92
55 144 221
34 9 6
207 185 176
222 80 10
107 219 9
79 241 82
91 152 232
173 214 73
111 232 194
154 149 23
153 22 223
222 138 28
198 247 248
97 54 176
249 108 17
106 216 25
170 27 148
23 75 205
95 106 175
29 31 233
136 189 240
193 250 242
159 240 30
22 49 203
128 23 90
120 162 246
7 117 119
74 213 15
232 186 151
236 83 134
211 130 7
255 70 157
201 11 92
221 81 162
184 53 206
83 178 110
94 192 212
162 151 29
92 193 1
181 190 15
154 101 31
164 80 31
219 235 138
105 255 35
160 219 207
225 94 165
66 140 133
6 129 224
74 214 108
108 214 253
20 20 196
249 66 143
165 93 239
233 127 76
202 3 74
2 181 14
114 76 72
20 88 10
77 111 209
180 66 80
165 210 218
57 17 131
124 131 70
247 195 217
231 245 252
187 143 86
171 252 73
136 6 69
22 11 120
144 107 247
32 173 176
117 79 192
194 65 14
193 113 47
149 251 3
163 213 141
175 23 240
236 35 153
187 95 255
74 67 130
88 224 69
196 54 37
180 232 22
117 54 136
104 68 168
141 18 150
150 184 235
133 195 29
65 191 167
162 84 6
236 133 216
174 241 211
119 34 71
242 77 95
54 24 106
118 57 209
84 15 126
125 130 225
103 207 226
59 11 79
83 126 181
217 44 161
100 28 179
172 74 28
167 61 78
177 183 6
138 6 9
76 205 26
180 106 25
66 70 76
38 165 62
245 222 191
147 249 223
223 43 3
252 168 101
81 188 148
144 51 217
108 113 143
195 209 193
96 27 183
173 50 56
228 84 168
165 118 77
247 161 90
30 104 157
214 198 217
194 255 52
61 105 68
205 23 160
225 234 3
172 109 87
46 129 77
214 217 76
62 154 218
234 207 204
26 110 228
10 24 159
53 227 100
119 204 92
37 165 139
110 148 12
164 133 127
66 31 2
199 18 87
186 226 250
125 118 89
174 20 113
75 147 115
221 233 69
70 94 248
17 13 141
82 123 156
118 101 186
154 26 178
55 2 238
79 18 164
91 102 157
165 60 180
222 250 99
10 17 242
19 208 36
169 135 125
58 150 106
32 41 254
93 218 252
126 117 98
113 133 187
127 123 215
170 145 193
11 179 9
29 14 188
237 31 158
157 85 136
208 162 240
207 139 12
128 159 11
144 89 87
95 214 230
137 234 251
37 123 229
15 38 169
220 152 143
65 45 14
27 165 140
93 22 237
130 102 227
98 233 125
118 4 114
236 219 5
31 111 173
76 201 183
159 243 155
231 247 202
149 26 14
210 10 219
209 194 34
170 67 132
89 126 249
185 254 62
156 49 181
71 107 117
245 233 182
61 139 234
100 250 21
1 110 77
136 92 97
142 171 27
224 70 154
210 32 181
67 11 107
77 236 194
158 52 171
231 170 198
237 223 22
17 240 4
123 88 72
32 7 145
94 246 251
231 236 185
45 56 130
147 135 151
4 32 134
203 42 240
187 207 255
8 78 80
99 97 118
50 137 104
2 12 121
125 211 167
143 116 95
130 250 23
48 81 62
161 99 122
179 68 42
150 3 165
74 246 176
91 158 28
139 115 146
61 62 239
168 198 196
66 247 212
235 213 167
186 217 134
118 127 132
36 54 93
57 244 76
68 22 47
51 84 143
129 247 102
236 140 187
132 202 99
51 109 150
15 42 18
21 14 254
28 223 207
31 99 223
55 147 120
213 31 117
28 212 211
